clubLabel,venueLabel,coordinates,countryLabel
Dukla Pardubice,Letní stadion (Pardubice),Point(15.770401944 50.041106944),Czech Republic
FK Pardubice 1899,Letní stadion (Pardubice),Point(15.770401944 50.041106944),Czech Republic
FC Viitorul Constanța,Viitorul Stadium,Point(28.55583333 44.26388889),Romania
AEK Larnaca F.C.,AEK Arena - Georgios Karapatakis,Point(33.597747222 34.9263),Cyprus
Bourges 18,Q23902429,Point(2.3955 47.1162),France
Glebe Rangers F.C.,Riada Stadium,Point(-6.498333 55.061667),United Kingdom
Boca Juniors-Carolina,Roberto Clemente Stadium,Point(-65.949167 18.376667),United States of America
Gigantes de Carolina FC,Roberto Clemente Stadium,Point(-65.949167 18.376667),United States of America
Poços de Caldas Futebol Clube,Ronaldão,Point(-46.605833 -21.777778),Brazil
Lyford Cay FC,Roscow A. L. Davies Soccer Field,Point(-77.3603 25.0542),Bahamas
Dynamos FC,Roscow A. L. Davies Soccer Field,Point(-77.3603 25.0542),Bahamas
United F.C.,Roscow A. L. Davies Soccer Field,Point(-77.3603 25.0542),Bahamas
Austin Aztex U23,Round Rock High School,Point(-97.6956 30.5092),United States of America
Farnborough F.C.,Rushmoor Stadium,Point(-0.762306 51.310444),United Kingdom
FF Elbasani,Ruzhdi Bizhuta Stadium,Point(20.091992 41.115875),Albania
Stavanger IF Fotball,SIF Stadion,Point(5.71888889 58.95083333),Norway
African Wanderers,SJ Smith Stadium,Point(30.95139 -29.94916),South Africa
Durban Stars F.C.,SJ Smith Stadium,Point(30.95139 -29.94916),South Africa
FK Ohrid Lote,SRC Biljanini Izvori,Point(20.812333 41.105104),North Macedonia
Port Melbourne Sharks,SS Anderson Reserve,Point(144.928936 -37.833311),Australia
SC Sagamihara,Sagamihara Asamizo Park Stadium,Point(139.386034 35.527904),Japan
Sporting Kilmore Football Club,Saint Anne's Park,Point(-6.180929 53.372324),Ireland
Frankfort F.C.,Saint Anne's Park,Point(-6.180929 53.372324),Ireland
Motor Action F.C.,Sakubva Stadium,Point(32.640925 -18.996833),Zimbabwe
Buffaloes F.C.,Sakubva Stadium,Point(32.640925 -18.996833),Zimbabwe
California Jaguars,Salinas Sports Complex,Point(-121.652 36.6942),United States of America
San Felipe Barcelona,San Felipe Football Field,Point(-88.76666667 17.86666667),Belize
FC Vihren Sandanski,Sandanski Stadium,Point(23.28361111 41.57361111),Bulgaria
Perseman Manokwari,Sanggeng Stadium,Point(134.061468 -0.867538),Indonesia
Sangju Sangmu FC,Sangju Civic Stadium,Point(128.161654 36.432367),South Korea
North East Stars,Sangre Grande Regional Complex,Point(-61.13074167 10.59919722),Trinidad and Tobago
Sannat Lions F.C.,Sannat Ground,Point(14.240833333 36.03),Malta
Adelaide Comets,Santos Stadium,Point(138.578333 -34.929444),Australia
Hokkaido Consadole Sapporo,Sapporo Atsubetsu Park Stadium,Point(141.464016 43.019066),Japan
Kuching FA,Sarawak State Stadium,Point(102.24356 6.123839),Malaysia
Rimyongsu Sports Club,Sariwon Youth Stadium,Point(125.7575 38.496667),North Korea
Tindastóll,Sauðárkróksvöllur,Point(-19.645743 65.745122),Iceland
FK Šiauliai,Savivaldybė Stadium,Point(23.29555556 55.93666667),Lithuania
West Virginia Chaos,Schoenbaum Stadium,Point(-81.574 38.3912),United States of America
SAMB F.C.,Hang Tuah Stadium,Point(102.245369444 2.202741666),Malaysia
Frenz United,Hang Tuah Stadium,Point(102.245369444 2.202741666),Malaysia
Strathspey Thistle F.C.,Seafield Park,Point(-3.60092 57.3324),United Kingdom
Crusaders F.C.,Seaview,Point(-5.921925 54.624294),United Kingdom
Newington Youth F.C.,Seaview,Point(-5.921925 54.624294),United Kingdom
Pusamania Borneo U-21,Segiri Samarinda Stadium,Point(117.149352 -0.493091),Indonesia
Sime Darby F.C.,Selayang Stadium,Point(102.245368 2.202742),Malaysia
PS Bengkulu,Semarak Stadium,Point(102.27277778 -3.79305556),Indonesia
Orlando City U-23,Seminole Soccer Complex,Point(-81.3885 28.7946),United States of America
PFC Rodopa Smolyan,"Septemvri Stadium, Smolyan",Point(24.69916667 41.575),Bulgaria
Panserraikos F.C.,Serres Municipal Stadium,Point(23.546577 41.084689),Greece
Elpis Skoutari F.C.,Serres Municipal Stadium,Point(23.546577 41.084689),Greece
Sutherland Sharks FC,Seymour Shaw Park,Point(151.102222 -34.030278),Australia
Shatin SA,Sha Tin Sports Ground,Point(114.197 22.3872),People's Republic of China
Bridgeton Waverley F.C.,Shawfield Stadium,Point(-4.22888889 55.83833333),United Kingdom
Arusha F.C.,Sheikh Amri Abeid Memorial Stadium,Point(36.68583333 -3.36888889),Tanzania
JKT Oljoro FC,Sheikh Amri Abeid Memorial Stadium,Point(36.68583333 -3.36888889),Tanzania
Mufulira Wanderers F.C.,Shinde Stadium,Point(27.84638889 -12.5425),Zambia
Azul Claro Numazu,Shizuoka Ashitaka Athletic Stadium,Point(138.847778 35.152778),Japan
Crescent Hockey Club,Sialkot Hockey Stadium,Point(74.554431 32.472803),Pakistan
EPAC United,Silver Stadium,Point(-77.61099 43.18755),United States of America
Silver Strikers F.C.,"Silver Stadium, Lilongwe",Point(33.76972222 -13.95361111),Malawi
Mponela United FC,"Silver Stadium, Lilongwe",Point(33.76972222 -13.95361111),Malawi
Kigwancha Sports Club,Sinuiju Stadium,Point(124.414083333 40.110525),North Korea
Greenville Lions,Sirrine Stadium,Point(-82.3976 34.8382),United States of America
Khaleej Sirte S.C.,Sirte Stadium,Point(16.597819 31.193525),Libya
Brantwood F.C.,Skegoneill Avenue,Point(-5.927 54.621),United Kingdom
IFK Luleå,Skogsvallen,Point(22.16183333 65.59930833),Sweden
Skála ÍF,Skála Stadium,Point(-6.78861111 62.16),Faroe Islands
Sohag FC,Sohag stadium,Point(31.709277777 26.55775),Egypt
El Minya FC,Sohag stadium,Point(31.709277777 26.55775),Egypt
Al-Khaburah,Sohar Regional Sports Complex,Point(56.743017 24.334584),Oman
Saham Club,Sohar Regional Sports Complex,Point(56.743017 24.334584),Oman
Mjees,Sohar Regional Sports Complex,Point(56.743017 24.334584),Oman
Al-Salam SC,Sohar Regional Sports Complex,Point(56.743017 24.334584),Oman
Sohar SC,Sohar Regional Sports Complex,Point(56.743017 24.334584),Oman
Prisons FC,Sokoine Stadium,Point(33.446667 -8.594444),Tanzania
BYU Cougars men's soccer,South Stadium,Point(-111.655 40.2467),United States of America
Southend Manor F.C.,Southchurch Park,Point(0.73547 51.5329),United Kingdom
Pegasus Athletic F.C.,Southend Stadium,Point(0.71498611 51.54441111),United Kingdom
FC Dynamo Khmelnytskyi,Sport Complex Podillya,Point(26.99555556 49.42055556),Ukraine
SK Blāzma,Sporta Aģentūras Stadions,Point(27.3406363 56.509502),Latvia
Richmond Kickers Future,Sports Backers Stadium,Point(-77.4624 37.5699),United States of America
JS Saoura,Stade 20 Août 1955,Point(-2.21833 31.6056),Algeria
Kadji Sports Academy,Stade Mbappé Léppé,Point(9.69398 4.04462),Cameroon
FC Etzella Ettelbruck,Stade Am Deich,Point(6.095555555 49.840277777),Luxembourg
Faucon Flacq SC,Stade Auguste Vollaire,Point(57.725278 -20.1875),Mauritius
Missile FC,Stade Augustin Monédan de Sibang,Point(9.4672676 0.4161976),Gabon
ASEC Koudougou,Stade Balibiè,Point(-2.36667 12.2481),Burkina Faso
USCO Banfora,Stade Banfora,Point(-4.745833 10.651944),Burkina Faso
FC Mondercange,"Stade Communal, Mondercange",Point(5.982933333 49.536816666),Luxembourg
SC Steinfort,Stade Demy Steichen,Point(5.91766 49.6647),Luxembourg
Derry City Ladies F.C.,YMCA Grounds,Point(-7.278392 54.976122),United Kingdom
Renofa Yamaguchi FC,Yamaguchi Ishin Park Stadium,Point(131.4375 34.154444),Japan
Ococias Kyoto AC,Yamashiro Park Taiyogaoka Stadium,Point(135.803889 34.869722),Japan
SP Kyoto FC,Yamashiro Park Taiyogaoka Stadium,Point(135.803889 34.869722),Japan
Beijing Guoan Talent Singapore FC,Yishun Stadium,Point(103.832334 1.412389),Singapore
Harimau Muda A,Yishun Stadium,Point(103.832334 1.412389),Singapore
Sporting Afrique FC,Yishun Stadium,Point(103.832334 1.412389),Singapore
York Lions,Alumni Field,Point(-79.5075 43.7775),Canada
York 9 FC,Alumni Field,Point(-79.5075 43.7775),Canada
Rayo OKC,Yukon High School,Point(-97.7589 35.5006),United States of America
Shijiazhuang Tiangong,Yutong International Sports Center,Point(114.529086 38.041327),People's Republic of China
Shijiazhuang Yongchang Junhao F.C.,Yutong International Sports Center,Point(114.529086 38.041327),People's Republic of China
Zwegabin United FC,Zabuthiri Stadium,Point(96.07275 19.766667),Myanmar
FK Kukësi,Zeqir Ymeri Stadium,Point(20.7003 42.1422),Albania
Trem Desportivo Clube,Zerão,Point(-51.080833 5.56E-4),Brazil
Amapá Clube,Zerão,Point(-51.080833 5.56E-4),Brazil
Esporte Clube Macapá,Zerão,Point(-51.080833 5.56E-4),Brazil
Santos Futebol Clube,Zerão,Point(-51.080833 5.56E-4),Brazil
Sociedade Esportiva e Recreativa São José,Zerão,Point(-51.080833 5.56E-4),Brazil
São Paulo Futebol Clube,Zerão,Point(-51.080833 5.56E-4),Brazil
Ypiranga Clube,Zerão,Point(-51.080833 5.56E-4),Brazil
FC Şagadam,Şagadam Stadium,Point(52.987995 40.014578),Turkmenistan
Grêmio Esportivo Tiradentes,Serejão,Point(-48.080657 -15.836146),Brazil
Taguatinga Esporte Clube,Serejão,Point(-48.080657 -15.836146),Brazil
Clube Atlético Bandeirante,Serejão,Point(-48.080657 -15.836146),Brazil
Q10385302,Serejão,Point(-48.080657 -15.836146),Brazil
Real Valladolid B,Ciudad Deportiva del Real Valladolid,Point(-4.76333332 41.64444351),Spain
Real Valladolid B,Ciudad Deportiva del Real Valladolid,Point(-4.76111111 41.64444444),Spain
San Diego Jaws,Aztec Bowl,Point(-117.071111 32.775833),United States of America
Persibat Batang,Moh Sarengat Stadium,Point(109.71725 -6.90141667),Indonesia
CF Sóller,Q8256412,Point(2.71735 39.7722),Spain
ŠK SFM Senec,NTC Senec,Point(17.410412 48.217703),Slovakia
Guernsey F.C.,Footes Lane,Point(-2.562906 49.464624),Guernsey
Atlético Trujillo,Estadio José Alberto Pérez,Point(-70.6023 9.333358),Venezuela
Q5708608,Q8842819,Point(-84.056666666 9.946111111),Costa Rica
Q5774790,Q8842819,Point(-84.056666666 9.946111111),Costa Rica
AD Fundación Logroñés,Q8842858,Point(-2.45686 42.4769),Spain
Sport Boys,Estadio Miguel Grau,Point(-77.11995 -12.05972),Peru
Academia Deportiva Cantolao,Estadio Miguel Grau,Point(-77.11995 -12.05972),Peru
Asociación Deportiva Somos Aduanas,Estadio Miguel Grau,Point(-77.11995 -12.05972),Peru
Marino de Luanco,Estadio Municipal de Miramar,Point(-5.80009 43.6137),Spain
AD Adra,Estadio Municipal de Miramar,Point(-5.80009 43.6137),Spain
Anagennisi Karditsa F.C.,Municipal Stadium of Karditsa,Point(21.935127 39.362552),Greece
C.S.D. Villa Española,Estadio Obdulio Varela,Point(-56.12243889 -34.85823889),Uruguay
Club Atlético Platense,Estadio Obdulio Varela,Point(-56.12243889 -34.85823889),Uruguay
Patronato de Paraná,Estadio Presbítero Bartolomé Grella,Point(-60.507597 -31.743031),Argentina
Inter de Tijuana,Estadio de Béisbol Calimax,Point(-116.91748 32.483212),Mexico
Nacional Tijuana,Estadio de Béisbol Calimax,Point(-116.91748 32.483212),Mexico
Chivas Tijuana,Estadio de Béisbol Calimax,Point(-116.91748 32.483212),Mexico
CD Laudio,Q8845318,Point(-2.97306 43.1517),Spain
Q538421,Q8845318,Point(-2.97306 43.1517),Spain
CD Vitoria,Q8845318,Point(-2.97306 43.1517),Spain
Q5667807,Q8845318,Point(-2.97306 43.1517),Spain
Asociación Deportiva Tarma,Estadio Unión Tarma,Point(-75.683442 -11.413866),Peru
Athletic Bilbao B,Lezama Facilities,Point(-2.83932 43.2775),Spain
Real Sociedad B,Zubieta Facilities,Point(-2.02382 43.2589),Spain
FK Dečić,Stadion Tuško Polje,Point(19.3264 42.3599),Montenegro
Esporte Clube Internacional,Estádio Presidente Vargas,Point(-53.8286 -29.687),Brazil
Francisco Beltrão Futebol Clube,Estádio Anilado,Point(-53.05916667 -26.08277778),Brazil
Brusque Futebol Clube,Estádio Augusto Bauer,Point(-48.9161 -27.1014),Brazil
Clube Atlético Carlos Renaux,Estádio Augusto Bauer,Point(-48.9161 -27.1014),Brazil
Ferroviário Atlético Clube,Vila Olímpica Elzir Cabral,Point(-38.588333 -3.708611),Brazil
Esporte Clube Flamengo,Albertão,Point(-42.793 -5.116),Brazil
Ríver Atlético Clube,Albertão,Point(-42.793 -5.116),Brazil
Associação Cultural Esporte Clube Baraúnas,Nogueirão,Point(-37.35694444 -5.18555556),Brazil
ACD Potiguar,Nogueirão,Point(-37.35694444 -5.18555556),Brazil
Central Sport Club,Lacerdão,Point(-35.973056 -8.278611),Brazil
Galícia Esporte Clube,Estádio Parque Santiago,Point(-38.473056 -12.983333),Brazil
Académica Petróleos do Lobito,Estádio do Buraco,Point(13.5537 -12.3926),Angola
Hershey Wildcats,Hersheypark Stadium,Point(-76.6581 40.2901),United States of America
ABC Futebol Clube,Frasqueirão,Point(-35.1801 -5.8894),Brazil
Itumbiara Esporte Clube,Estádio JK,Point(-49.243611 -18.408611),Brazil
Comerciário Futebol Clube,Estádio Nhozinho Santos,Point(-44.289145 -2.536286),Brazil
Ferroviário Esporte Clube,Estádio Nhozinho Santos,Point(-44.289145 -2.536286),Brazil
S.P. Tre Penne,Stadio Fonte dell'Ovo,Point(12.4427 43.9296),San Marino
Al-Ittihad SCC,May 22 Stadium,Point(45.0125 12.86527778),Yemen
Al-Wehda SC,May 22 Stadium,Point(45.0125 12.86527778),Yemen
FC Polissya Zhytomyr,Central Stadium (Zhytomyr),Point(28.6689 50.2461),Ukraine
FC Polissya Zhytomyr,Central Stadium (Zhytomyr),Point(28.6692 50.2463),Ukraine
FK Donji Srem,Suvača Sportcenter,Point(19.9743 44.9085),Serbia
NK Orijent,Stadion Krimeja,Point(14.4684263 45.3236959),Croatia
Super Magic Brothers,"People's Stadium, Seychelles",Point(55.4704 -4.63558),Seychelles
Super Magic Brothers,"People's Stadium, Seychelles",Point(55.4541 -4.62444),Seychelles
Motor Lublin,Arena Lublin,Point(22.5575 51.2319),Poland
Górnik Łęczna,Arena Lublin,Point(22.5575 51.2319),Poland
Kamloops Excel,Hillside Stadium,Point(-120.366 50.6692),Canada
Beşiktaş (association football branch),Vodafone Park,Point(28.9947 41.0392),Turkey
Associação Chapecoense de Futebol,Arena Condá,Point(-52.607 -27.1041),Brazil
Q9636752,Arena Condá,Point(-52.607 -27.1041),Brazil
Q10340329,Arena Condá,Point(-52.607 -27.1041),Brazil
Blacktown City FC,Gabbie Stadium,Point(150.94 -33.76722222),Australia
Hills Brumbies F.C.,Gabbie Stadium,Point(150.94 -33.76722222),Australia
Parramatta FC,Melita Stadium,Point(151.01166667 -33.86972222),Australia
MK Land FC,Majlis Perbandaran Selayang Stadium,Point(101.657202 3.254932),Malaysia
Public Bank FC,Majlis Perbandaran Selayang Stadium,Point(101.657202 3.254932),Malaysia
Ligi Ndogo S.F.C.,Ligi Ndogo Grounds,Point(36.77333333 -1.30138889),Kenya
Ligi Ndogo S.C. Academy,Ligi Ndogo Grounds,Point(36.77333333 -1.30138889),Kenya
F.C. Porto B,Q15110461,Point(-8.544874 41.066863),Portugal
Deportivo Rayo Cantabria,Mies de Cozada,Point(-3.85167 43.4697),Spain
Hapoel Afula F.C.,Afula Illit Stadium,Point(35.317111111 32.627388888),Israel
Tyresö FF,Tyresövallen,Point(18.2241 59.2477),Sweden
FC Araks Ararat,Ayg Stadium,Point(44.68916667 39.855),Armenia
Araks Ararat FC,Ayg Stadium,Point(44.68916667 39.855),Armenia
Kasem Bundit University F.C.,BEC Tero Sasana Nong Chok Stadium,Point(100.8470571 13.8684344),Thailand
Qingdao Haisha,Baoding People's Stadium,Point(115.481581 38.856432),People's Republic of China
Baoding Yingli Yitong,Baoding People's Stadium,Point(115.481581 38.856432),People's Republic of China
FK Otrant,Stadion Olympic,Point(19.2439 41.9125),Montenegro
Arambagh Krira Sangha,Bir Sherestha Shaheed Shipahi Mostafa Kamal Stadium,Point(90.42946389 23.72536944),Bangladesh
Rahmatganj MFS,Bir Sherestha Shaheed Shipahi Mostafa Kamal Stadium,Point(90.42946389 23.72536944),Bangladesh
Farashganj SC,Bir Sherestha Shaheed Shipahi Mostafa Kamal Stadium,Point(90.42946389 23.72536944),Bangladesh
Glasgow Gladiators Powerchair FC,Craigholme School,Point(-4.290833333 55.840555555),United Kingdom
Crystal Palace F.C.,Crystal Palace Park,Point(-0.0705 51.4203),United Kingdom
Atlético Limeño,Estadio Milton Flores,Point(-87.5553 15.2625),Honduras
Sula de La Lima,Estadio Milton Flores,Point(-87.5553 15.2625),Honduras
FK Gostivar,Gradski stadion Gostivar,Point(20.916667 41.8),North Macedonia
FK Gostivar (1919),Gradski stadion Gostivar,Point(20.916667 41.8),North Macedonia
FK Flamurtari Debreše,Gradski stadion Gostivar,Point(20.916667 41.8),North Macedonia
FC Genç Kalemler,Gradski stadion Gostivar,Point(20.916667 41.8),North Macedonia
Walthamstow Avenue F.C.,Green Pond Road,Point(-0.03050278 51.59144444),United Kingdom
Inverurie Loco Works F.C.,Harlaw Park,Point(-2.38150833 57.29045278),United Kingdom
Lancaster Inferno,Hempfield High School,Point(-76.414 40.092),United States of America
Long Island Rough Riders,Hofstra University Soccer Stadium,Point(-73.59866383 40.71848583),United States of America
Nanjing Baotai,Hohai University Stadium,Point(118.751832 32.059737),People's Republic of China
Club América Premier,Instalaciones Club América en Coapa,Point(-99.178225 19.38338889),Mexico
Larne F.C.,Inver Park,Point(-5.82625833 54.84980278),United Kingdom
East Kilbride F.C.,K Park Training Academy,Point(-4.150021 55.748595),United Kingdom
Manipur football team,Khuman Lampak Main Stadium,Point(93.95245 24.822691),India
NEROCA F.C.,Khuman Lampak Main Stadium,Point(93.95245 24.822691),India
Football Club Zalen,Khuman Lampak Main Stadium,Point(93.95245 24.822691),India
KK Helios Domžale,Komunalni center Hall,Point(14.595 46.13944444),Slovenia
Persipur Purwodadi,Krida Bakti Stadium,Point(110.66369 -6.583517),Indonesia
APEP F.C.,Kyperounda Community Stadium,Point(32.975947 34.935236),Cyprus
FC Cortaillod,La Rive,Point(4.90515278 52.35970833),Netherlands
Lewisham Borough F.C.,Ladywell Arena,Point(-0.02166667 51.45111111),United Kingdom
Tishreen SC,Latakia Sports City Stadium,Point(35.74472222 35.56055556),Syria
FC Lokomotiv Gorna Oryahovitsa,Lokomotiv Stadium (Gorna Oryahovitsa),Point(25.7 43.13333333),Bulgaria
Moyola Park F.C.,Mill Meadow,Point(-6.55643833 54.780155),United Kingdom
Wakehurst F.C.,Mill Meadow,Point(-6.55643833 54.780155),United Kingdom
O'Higgins F.C.,Monasterio Celeste,Point(-70.83316111 -34.25164722),Chile
Forres Mechanics F.C.,Mosset Park,Point(-3.61513611 57.61263056),United Kingdom
NMMU F.C.,NMMU Stadium,Point(25.679037 -34.008936),South Africa
FC Septemvri Sofia,Septemvri Stadium (Sofia),Point(23.28777778 42.69222222),Bulgaria
Feni Soccer Club,Shaheed Salam Stadium,Point(91.40247778 23.02013889),Bangladesh
FC Tskhumi Sukhumi,Shatili Arena,Point(44.80047 41.77854),Georgia
Atlie FC,Sinaba Stadium,Point(28.42194444 -26.1425),South Africa
FK Shamkir,Shamkir Olympic Sport Complex Stadium,Point(46.036222222 40.854527777),Azerbaijan
Nay Pyi Taw F.C.,Wunna Theikdi Stadium,Point(96.0727 19.7667),Myanmar
FK Tauras Tauragė,Vytautas Stadium,Point(22.2794 55.2615),Lithuania
Al Ain FC,Hazza bin Zayed Stadium,Point(55.7166 24.2456),United Arab Emirates
R.F.C. Seraing,Stade du Pairay,Point(5.50372 50.6004),Belgium
Chapulineros de Oaxaca,Estadio Tecnológico de Oaxaca,Point(-96.7465228 17.0802048),Mexico
Alebrijes de Oaxaca,Estadio Tecnológico de Oaxaca,Point(-96.7465228 17.0802048),Mexico
Pesik Kuningan,Mashud Wisnusaputra Stadium,Point(108.4854 -6.9769),Indonesia
FK Kruoja Pakruojis,Pakruojis Stadium,Point(23.8648 55.9825),Lithuania
VfB Gießen,Waldstadion,Point(8.704363 50.585563),Germany
Platanias F.C.,Q15896036,Point(24.000277777 35.487222222),Greece
Chania F.C.,Q15896036,Point(24.000277777 35.487222222),Greece
FC Rapid Ghidighici,Ghidighici Stadium,Point(28.77154 47.08867),Moldova
FC Academia Chișinău,Ghidighici Stadium,Point(28.77154 47.08867),Moldova
Ferenc Puskás Football Academy,Pancho Arena,Point(18.5868 47.464),Hungary
FK Göyazan Qazax,Qazakh City Stadium,Point(45.36611111 41.09333333),Azerbaijan
OFC Charleville,Petit-Bois Stadium,Point(4.733 49.771),France
